Date,Time,이용카드명,Location,Domestic Amount (KRW),Foreign Amount (USD),Discount Amount,Expected Points,Status,Payment Due Date,Approval Number
2023-05-10,01:33,KB국민 톡톡 with 리브메이트카드,원더랜드,1200,0,0,0,전표매입,2023-06-01,30007499
2023-05-09,10:10,KB국민 톡톡 with 리브메이트카드,LGUPLUS 통신요금자동이체,20990,0,0,0,전표매입,2023-06-01,30007488
2023-05-09,08:48,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007479
2023-05-09,04:21,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007468
2023-05-08,22:23,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007457
2023-05-08,21:59,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007446
2023-05-08,21:54,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007435
2023-05-08,21:26,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007424
2023-05-08,12:28,KB국민 톡톡 with 리브메이트카드,스팟마트,4400,0,0,0,전표매입,2023-06-01,30007418
2023-05-08,11:50,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,6300,0,0,0,전표매입,2023-06-01,30007403
2023-05-08,08:41,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007390
2023-05-07,20:59,KB국민 톡톡 with 리브메이트카드,필 코인노래연습장,1000,0,0,0,전표매입,2023-06-01,30007381
2023-05-07,20:55,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),380,0,0,0,전표매입,2023-06-01,30007378
2023-05-07,20:38,KB국민 톡톡 with 리브메이트카드,대주객,30000,0,0,0,전표매입,2023-06-01,30007360
2023-05-07,19:01,KB국민 톡톡 with 리브메이트카드,다날_비트코퍼레이션_키오스크1,12000,0,0,0,전표매입,2023-06-01,30007359
2023-05-07,14:49,KB국민 톡톡 with 리브메이트카드,다날_비트코퍼레이션_키오스크1,2000,0,0,0,전표매입,2023-06-01,30007348
2023-05-07,14:47,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),475,0,0,0,전표매입,2023-06-01,30007334
2023-05-07,12:26,KB국민 톡톡 with 리브메이트카드,한국철도공사,7100,0,0,0,전표매입,2023-06-01,30007321
2023-05-06,17:19,KB국민 톡톡 with 리브메이트카드,코레일유통주식회사(회기역),5000,0,0,0,전표매입,2023-06-01,30007318
2023-05-06,17:18,KB국민 톡톡 with 리브메이트카드,코레일유통주식회사(회기역),5000,0,0,0,전표매입,2023-06-01,30007307
2023-05-06,10:14,KB국민 톡톡 with 리브메이트카드,KB국민카드_카카오페이(일반)_법인,300,0,0,0,전표매입,2023-06-01,30007295
2023-05-06,10:14,KB국민 톡톡 with 리브메이트카드,KB국민카드_카카오페이(일반)_개인영세,5400,0,0,0,전표매입,2023-06-01,30007284
2023-05-06,10:01,KB국민 톡톡 with 리브메이트카드,카카오페이(택시),6200,0,0,0,승인취소,,30007273
2023-05-06,09:53,KB국민 톡톡 with 리브메이트카드,한국철도공사,8300,0,830,0,전표매입,2023-06-01,30007264
2023-05-05,15:31,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,3800,0,0,0,전표매입,2023-06-01,30007247
2023-05-05,15:17,KB국민 톡톡 with 리브메이트카드,메가커피 강원대점,3300,0,0,0,전표매입,2023-06-01,30007221
2023-05-05,10:21,KB국민 톡톡 with 리브메이트카드,GOOGLE *Colab,0,10.1,0,0,전표매입,2023-06-01,307251
2023-05-05,06:31,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1500,0,0,0,취소전표매입,,48484158
2023-05-04,17:55,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007211
2023-05-04,15:56,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1500,0,0,0,전표매입,2023-06-01,30007201
2023-05-04,14:05,KB국민 톡톡 with 리브메이트카드,스팟마트,2200,0,0,0,전표매입,2023-06-01,30007193
2023-05-04,12:45,KB국민 톡톡 with 리브메이트카드,밥끼,3800,0,0,0,전표매입,2023-06-01,30007180
2023-05-04,12:42,KB국민 톡톡 with 리브메이트카드,대암감자탕,47000,0,0,0,전표매입,2023-06-01,30007173
2023-05-04,09:00,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1063,0,0,0,전표매입,2023-06-01,30007165
2023-05-04,04:33,KB국민 톡톡 with 리브메이트카드,씨유(CU) 춘천트루엘점,4600,0,0,0,전표매입,2023-06-01,30007157
2023-05-03,20:22,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,2100,0,0,0,전표매입,2023-06-01,30007146
2023-05-03,20:07,KB국민 톡톡 with 리브메이트카드,명랑시대쌀핫도그강원대점,3000,0,0,0,전표매입,2023-06-01,30007126
2023-05-03,12:49,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,1500,0,0,0,전표매입,2023-06-01,30007111
2023-05-03,11:55,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-06-01,30007109
2023-05-03,10:12,KB국민 톡톡 with 리브메이트카드,스팟마트,1000,0,0,0,전표매입,2023-06-01,30007092
2023-05-03,08:59,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),920,0,0,0,전표매입,2023-06-01,30007086
2023-05-03,06:35,KB국민 톡톡 with 리브메이트카드,Amazon_AWS,734,0,0,0,전표매입,2023-06-01,30007075
2023-05-02,21:53,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,5850,0,0,0,전표매입,2023-06-01,30007067
2023-05-02,18:05,KB국민 톡톡 with 리브메이트카드,강원대학교생활협동조합,5200,0,0,0,전표매입,2023-06-01,30007043
2023-05-02,10:06,KB국민 톡톡 with 리브메이트카드,스팟마트,1000,0,0,0,전표매입,2023-06-01,30007036
2023-05-02,07:08,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30007020
2023-05-02,07:04,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30007019
2023-05-02,01:13,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,8200,0,0,0,전표매입,2023-06-01,30007001
2023-05-02,00:58,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-06-01,30006984
2023-05-02,00:51,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30006973
2023-05-02,00:09,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),713,0,0,0,전표매입,2023-06-01,30006962
2023-05-01,21:41,KB국민 톡톡 with 리브메이트카드,다날_비트코퍼레이션_키오스크1,2000,0,0,0,전표매입,2023-06-01,30006954
2023-05-01,21:29,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),855,0,0,0,전표매입,2023-06-01,30006940
2023-05-01,21:13,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-06-01,30006939
2023-05-01,18:39,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30006928
2023-05-01,13:17,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),713,0,0,0,전표매입,2023-06-01,30006917
2023-05-01,10:08,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-06-01,30006906
2023-05-01,09:32,KB국민 톡톡 with 리브메이트카드,씨유(CU) 춘천백령점,5000,0,0,0,전표매입,2023-06-01,30006890
2023-05-01,08:59,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1063,0,0,0,전표매입,2023-06-01,30006883
2023-04-30,21:41,KB국민 톡톡 with 리브메이트카드,돌돌생삼겹살,198000,0,0,0,전표매입,2023-06-01,30006877
2023-04-30,17:41,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30006861
2023-04-30,16:21,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30006850
2023-04-30,16:03,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-06-01,30006849
2023-04-30,10:07,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),635,0,0,0,전표매입,2023-06-01,30006838
2023-04-29,19:39,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),713,0,0,0,전표매입,2023-06-01,30006827
2023-04-29,14:15,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),920,0,0,0,전표매입,2023-06-01,30006816
2023-04-28,17:25,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),713,0,0,0,전표매입,2023-06-01,30006805
2023-04-28,16:34,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1205,0,0,0,전표매입,2023-06-01,30006793
2023-04-28,13:12,KB국민 톡톡 with 리브메이트카드,스팟마트,100,0,0,0,전표매입,2023-06-01,30006787
2023-04-28,03:24,KB국민 톡톡 with 리브메이트카드,지에스25 춘천대양,3800,0,0,0,전표매입,2023-06-01,30006774
2023-04-28,01:43,KB국민 톡톡 with 리브메이트카드,포토인더박스 강원대점,17000,0,0,0,전표매입,2023-06-01,30006755
2023-04-27,13:57,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30006748
2023-04-27,13:00,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),428,0,0,0,전표매입,2023-06-01,30006737
2023-04-27,12:57,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),635,0,0,0,전표매입,2023-06-01,30006726
2023-04-27,01:55,KB국민 톡톡 with 리브메이트카드,지젤,60800,0,0,0,전표매입,2023-06-01,30006711
2023-04-26,00:24,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1228,0,0,0,전표매입,2023-06-01,30006704
2023-04-24,23:06,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),778,0,0,0,전표매입,2023-06-01,30006692
2023-04-23,21:42,KB국민 톡톡 with 리브메이트카드,쿠팡이츠,24900,0,2490,0,전표매입,2023-06-01,30006681
2023-04-23,21:19,KB국민 톡톡 with 리브메이트카드,쿠팡이츠,21900,0,0,0,승인취소,,30006670
2023-04-22,12:05,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),778,0,0,0,전표매입,2023-06-01,30006669
2023-04-21,01:07,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-06-01,30006658
2023-04-20,23:58,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),778,0,0,0,전표매입,2023-06-01,30006647
2023-04-20,02:14,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),1513,0,0,0,전표매입,2023-06-01,30006636
2023-04-16,23:00,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),920,0,0,0,전표매입,2023-05-01,30006625
2023-04-14,19:02,KB국민 톡톡 with 리브메이트카드,필 코인노래연습장,1000,0,0,0,전표매입,2023-05-01,30006616
2023-04-14,13:02,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),285,0,0,0,전표매입,2023-05-01,30006603
2023-04-14,13:00,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),635,0,0,0,전표매입,2023-05-01,30006591
2023-04-13,21:32,KB국민 톡톡 with 리브메이트카드,필 코인노래연습장,1000,0,0,0,전표매입,2023-05-01,30006582
2023-04-13,21:20,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-05-01,30006579
2023-04-13,20:40,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),635,0,0,0,전표매입,2023-05-01,30006568
2023-04-12,20:07,KB국민 톡톡 with 리브메이트카드,씨유 강원대백록관점,11100,0,0,0,전표매입,2023-05-01,30006556
2023-04-10,10:06,KB국민 톡톡 with 리브메이트카드,LGUPLUS 통신요금자동이체,20990,0,0,0,전표매입,2023-05-01,30006544
2023-04-10,02:57,KB국민 톡톡 with 리브메이트카드,지에스25 춘천대양,7000,0,0,0,전표매입,2023-05-01,30006538
2023-04-10,02:40,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-05-01,30006513
2023-04-10,02:10,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),570,0,0,0,전표매입,2023-05-01,30006502
2023-04-09,21:56,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),920,0,0,0,전표매입,2023-05-01,30006490
2023-04-09,18:13,KB국민 톡톡 with 리브메이트카드,티머니 개인택시_4,3800,0,0,0,전표매입,2023-05-01,30006485
2023-04-08,22:57,KB국민 톡톡 with 리브메이트카드,나인9PC,10500,0,0,0,전표매입,2023-05-01,30006474
2023-04-08,19:33,KB국민 톡톡 with 리브메이트카드,준호네 부대찌개,18000,0,0,0,전표매입,2023-05-01,30006466
2023-04-08,13:54,KB국민 톡톡 with 리브메이트카드,이립스,12000,0,0,0,전표매입,2023-05-01,30006458
2023-04-08,13:42,KB국민 톡톡 with 리브메이트카드,제순식당 본점,18000,0,0,0,전표매입,2023-05-01,30006444
2023-04-08,13:01,KB국민 톡톡 with 리브메이트카드,(주)스테이130 에이치에비뉴호텔 성신여대점,10000,0,0,0,전표매입,2023-05-01,30006433
2023-04-08,02:13,KB국민 톡톡 with 리브메이트카드,세븐일레븐 성신여대중앙점,4200,0,0,0,전표매입,2023-05-01,30006425
2023-04-08,01:09,KB국민 톡톡 with 리브메이트카드,주식회사 귀한사람들,28000,0,0,0,전표매입,2023-05-01,30006416
2023-04-07,23:22,KB국민 톡톡 with 리브메이트카드,세븐일레븐 대학로카페점,7800,0,0,0,전표매입,2023-05-01,30006405
2023-04-07,22:50,KB국민 톡톡 with 리브메이트카드,포터 시그니처,4000,0,0,0,전표매입,2023-05-01,30006398
2023-04-07,21:02,KB국민 톡톡 with 리브메이트카드,마녀주방대학로점,28800,0,0,0,전표매입,2023-05-01,30006387
2023-04-03,18:19,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),920,0,0,0,전표매입,2023-05-01,30006377
2023-04-03,04:40,KB국민 톡톡 with 리브메이트카드,Amazon_AWS,725,0,0,0,전표매입,2023-05-01,30006366
2023-04-02,10:38,KB국민 톡톡 with 리브메이트카드,티머니 개인택시_0,4200,0,0,0,전표매입,2023-05-01,30006351
2023-04-01,15:23,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),998,0,0,0,전표매입,2023-05-01,30006344
2023-04-01,15:14,KB국민 톡톡 with 리브메이트카드,헥토_대표(구),920,0,0,0,전표매입,2023-05-01,30006333
2023-03-27,10:48,KB국민 톡톡 with 리브메이트카드,CHATGPT SUBSCRIPTION,0,20.22,0,0,취소전표매입,,033701
2023-03-27,10:48,KB국민 톡톡 with 리브메이트카드,CHATGPT SUBSCRIPTION,0,20.22,0,0,취소전표매입,,033700
2023-03-21,00:49,KB국민 톡톡 with 리브메이트카드,씨유(CU)춘천퇴계하모니점,2700,0,0,0,전표매입,2023-05-01,30006328
2023-03-20,14:46,KB국민 톡톡 with 리브메이트카드,CHATGPT SUBSCRIPTION,0,20.22,0,0,전표매입,2023-05-01,306317
2023-03-20,14:40,KB국민 톡톡 with 리브메이트카드,CHATGPT SUBSCRIPTION,0,20.22,0,0,전표매입,2023-05-01,306306
2023-03-18,00:31,KB국민 톡톡 with 리브메이트카드,지에스25 춘천대양,2000,0,0,0,전표매입,2023-05-01,30006291
2023-03-17,06:24,KB국민 톡톡 with 리브메이트카드,버스 1 건,1550,0,77,0,전표매입,2023-04-01,44468095
2023-03-17,05:45,KB국민 톡톡 with 리브메이트카드,지하철 3 건,3750,0,187,0,전표매입,2023-04-01,48005143
2023-03-13,23:33,KB국민 톡톡 with 리브메이트카드,지에스25 춘천대양,2000,0,0,0,전표매입,2023-04-01,30006279
2023-03-13,08:33,KB국민 톡톡 with 리브메이트카드,티머니 법인택시,5300,0,0,0,전표매입,2023-04-01,30006250
2023-03-12,14:58,KB국민 톡톡 with 리브메이트카드,강원대PC카페,2500,0,0,0,전표매입,2023-04-01,30006248
2023-03-10,05:21,KB국민 톡톡 with 리브메이트카드,지에스25 춘천현주점,2200,0,0,0,전표매입,2023-04-01,30006235
2023-03-09,22:50,KB국민 톡톡 with 리브메이트카드,파파야,540000,0,0,0,전표매입,2023-04-01,30006217
2023-03-09,10:06,KB국민 톡톡 with 리브메이트카드,LGUPLUS 통신요금자동이체,20990,0,0,0,전표매입,2023-04-01,30006207
2023-03-08,12:49,KB국민 톡톡 with 리브메이트카드,스팟마트,5000,0,0,0,전표매입,2023-04-01,30006192
2023-03-05,15:46,KB국민 톡톡 with 리브메이트카드,지에스(GS)25 강원대정문점,3600,0,0,0,전표매입,2023-04-01,30006182
2023-03-05,15:45,KB국민 톡톡 with 리브메이트카드,지에스(GS)25 강원대정문점,5400,0,0,0,승인취소,,30006160
2023-03-05,15:32,KB국민 톡톡 with 리브메이트카드,속초닭강정,18000,0,0,0,전표매입,2023-04-01,30006144
2023-03-04,22:31,KB국민 톡톡 with 리브메이트카드,씨유(CU)춘천퇴계하모니점,4500,0,0,0,전표매입,2023-04-01,30006137
2023-03-02,22:24,KB국민 톡톡 with 리브메이트카드,Amazon_AWS,709,0,0,0,전표매입,2023-04-01,30006120
2023-03-01,01:10,KB국민 톡톡 with 리브메이트카드,지에스25 춘천대양,3800,0,0,0,전표매입,2023-04-01,30006112
2023-03-01,01:08,KB국민 톡톡 with 리브메이트카드,지에스25 춘천대양,4200,0,0,0,승인취소,,30006099
2023-02-28,23:43,KB국민 톡톡 with 리브메이트카드,W노래연습장,3000,0,0,0,전표매입,2023-04-01,30006079
2023-02-28,23:23,KB국민 톡톡 with 리브메이트카드,W노래연습장,20000,0,0,0,전표매입,2023-04-01,30006068
2023-02-28,23:00,KB국민 톡톡 with 리브메이트카드,포토인더박스 강원대점,19000,0,0,0,전표매입,2023-04-01,30006058
2023-02-28,22:36,KB국민 톡톡 with 리브메이트카드,비에이치씨치킨강대점,585000,0,0,0,전표매입,2023-04-01,30006048
2023-02-28,18:43,KB국민 톡톡 with 리브메이트카드,세븐일레븐 뉴강대천하점,62200,0,0,0,전표매입,2023-04-01,30006032
2023-02-28,08:54,KB국민 톡톡 with 리브메이트카드,티머니 법인택시,4700,0,0,0,전표매입,2023-04-01,30006025
2023-02-27,14:03,KB국민 톡톡 with 리브메이트카드,씨유 강원대60주년기념관점,9800,0,0,0,전표매입,2023-04-01,30006019
2023-02-27,13:32,KB국민 톡톡 with 리브메이트카드,티머니 법인택시,6100,0,0,0,전표매입,2023-04-01,30006003
2023-02-26,20:05,KB국민 톡톡 with 리브메이트카드,(주)지피지이,20000,0,0,0,전표매입,2023-04-01,30005996
2023-02-26,15:31,KB국민 톡톡 with 리브메이트카드,존앤존프라임스PC,10000,0,0,0,전표매입,2023-04-01,30005988
2023-02-26,13:53,KB국민 톡톡 with 리브메이트카드,존앤존프라임스PC,9000,0,0,0,전표매입,2023-04-01,30005977
2023-02-26,11:07,KB국민 톡톡 with 리브메이트카드,티머니 법인택시,4400,0,0,0,전표매입,2023-04-01,30005967
2023-02-20,04:01,KB국민 톡톡 with 리브메이트카드,강원대PC카페,2500,0,0,0,전표매입,2023-04-01,30005955
2023-02-20,02:34,KB국민 톡톡 with 리브메이트카드,강원대PC카페,4900,0,0,0,전표매입,2023-04-01,30005944
2023-02-18,02:02,KB국민 톡톡 with 리브메이트카드,초원장여관,40000,0,0,0,전표매입,2023-04-01,30005931
2023-02-17,05:50,KB국민 톡톡 with 리브메이트카드,지하철 4 건,6700,0,0,0,전표매입,2023-03-01,48746785
2023-02-10,20:27,KB국민 톡톡 with 리브메이트카드,한국철도공사,8300,0,0,0,전표매입,2023-03-01,30005925
2023-02-09,10:35,KB국민 톡톡 with 리브메이트카드,GOOGLE *Colab,0,10.1,0,0,전표매입,2023-03-01,305912
2023-02-09,09:51,KB국민 톡톡 with 리브메이트카드,LGUPLUS 통신요금자동이체,20990,0,0,0,전표매입,2023-03-01,30005903
2023-02-08,13:30,KB국민 톡톡 with 리브메이트카드,주식회사한우기업,3500,0,0,0,전표매입,2023-03-01,30005894
2023-02-07,13:41,KB국민 톡톡 with 리브메이트카드,강원대PC카페,2500,0,0,0,전표매입,2023-03-01,30005887
2023-02-07,13:38,KB국민 톡톡 with 리브메이트카드,강원대PC카페2,10000,0,0,0,전표매입,2023-03-01,30005874
2023-02-03,02:14,KB국민 톡톡 with 리브메이트카드,Amazon_AWS,691,0,0,0,전표매입,2023-03-01,30005860
2023-01-28,04:43,KB국민 톡톡 with 리브메이트카드,강원대PC카페,10000,0,0,0,전표매입,2023-03-01,30005854
2023-01-28,03:40,KB국민 톡톡 with 리브메이트카드,강원대PC카페,2500,0,0,0,전표매입,2023-03-01,30005843
2023-01-28,03:07,KB국민 톡톡 with 리브메이트카드,춘자,14750,0,0,0,전표매입,2023-03-01,30005836
2023-01-22,15:34,KB국민 톡톡 with 리브메이트카드,강원대PC카페2,10000,0,0,0,전표매입,2023-03-01,30005829
2023-01-18,02:25,KB국민 톡톡 with 리브메이트카드,쓰리팝PC 창동역점,3000,0,0,0,전표매입,2023-03-01,30005816
2023-01-17,22:38,KB국민 톡톡 with 리브메이트카드,쓰리팝PC 창동역점,8000,0,0,0,전표매입,2023-02-01,30005805
2023-01-17,22:16,KB국민 톡톡 with 리브메이트카드,쓰리팝PC 창동역점,10000,0,0,0,전표매입,2023-02-01,30005793
2023-01-17,06:10,KB국민 톡톡 with 리브메이트카드,버스 2 건,2400,0,0,0,전표매입,2023-02-01,40259179
2023-01-17,05:45,KB국민 톡톡 with 리브메이트카드,지하철 9 건,11350,0,0,0,전표매입,2023-02-01,46783739
2023-01-16,21:29,KB국민 톡톡 with 리브메이트카드,하루필름,10000,0,0,0,전표매입,2023-02-01,30005780
2023-01-16,20:22,KB국민 톡톡 with 리브메이트카드,오늘그대와 익선,70000,0,0,0,전표매입,2023-02-01,30005778
2023-01-16,17:00,KB국민 톡톡 with 리브메이트카드,랑솜,22000,0,0,0,전표매입,2023-02-01,30005767
2023-01-16,15:28,KB국민 톡톡 with 리브메이트카드,대원,18000,0,0,0,전표매입,2023-02-01,30005752
2023-01-16,13:02,KB국민 톡톡 with 리브메이트카드,한국철도공사,8300,0,0,0,전표매입,2023-02-01,30005745
2023-01-15,19:38,KB국민 톡톡 with 리브메이트카드,강원대PC카페,7700,0,0,0,전표매입,2023-02-01,30005731
2023-01-13,21:26,KB국민 톡톡 with 리브메이트카드,강원대PC카페,6700,0,0,0,전표매입,2023-02-01,30005720
2023-01-13,17:59,KB국민 톡톡 with 리브메이트카드,강원대PC카페,10000,0,0,0,전표매입,2023-02-01,30005719
2023-01-13,13:34,KB국민 톡톡 with 리브메이트카드,강원대PC카페,4300,0,0,0,전표매입,2023-02-01,30005708
2023-01-09,10:35,KB국민 톡톡 with 리브메이트카드,,0,10.1,0,0,전표매입,2023-02-01,305697
2023-01-09,09:54,KB국민 톡톡 with 리브메이트카드,LGUPLUS 통신요금자동이체,10350,0,0,0,전표매입,2023-02-01,30005688
2023-01-05,21:15,KB국민 톡톡 with 리브메이트카드,한국철도공사,8300,0,0,0,전표매입,2023-02-01,30005677
2023-01-03,04:07,KB국민 톡톡 with 리브메이트카드,Amazon_AWS,718,0,0,0,전표매입,2023-02-01,30005668
2023-01-01,20:23,KB국민 톡톡 with 리브메이트카드,한국철도공사,6000,0,0,0,전표매입,2023-02-01,30005655
